"","Sex","Age","Education","Caste","Family","Family_income","Who_runs_page","Desc_family","Desc_desiredpartner"
"620","Male","28 to 31","Graduate","Brahmin","Nuclear Family","Max 17.5 lakh","Parent","In my family we are 4member. father, Brother, Sister and myself. Father: Agricultural Sister: Sister married and living in Chhatarpur (MP) Brother : we are Twin Brother Working in Same Field","Looking for an open minded homely traditional Girl. The girl should be an excellent homemaker & if possible can have some professional career. The girl should have strong inclination for values & morals. who will be my best friend for life"
"621","Male","28 to 31","No higher education","Brahmin","Joint Family","More than 17.5","Self","My father is Lawyer and my Brother is politician.","Mujhe Educated, Sundar aur achhe dil ki saaf ladki chahiye Jo mujhe aur Meri family ko khushiyon se bhar de."
"622","Male","28 to 31","Postgraduate","Dalit","Nuclear Family","More than 17.5","Self","We are a nuclear family. Originally from UP, we are residing in Ghaziabad currently. I work for ONGC in Delhi. His mother is a homemaker. He has an elder sister who is married and settled in Noida.","We are looking for a suitable partner for our son who is kind, warm & caring and shares similar interests, tastes and expectations as our son. Someone who is passionate about her work but at the same time also understands the importance of nurturing a relationship."
"623","Male","32 and more","Postgraduate","Other upper caste","Nuclear Family","Max 17.5 lakh","Self","father- retired from gov electricity distribution department, bijnor. mother- house-maker brother- chemist in pharma MNC , married 2 sisters- married. brother in law working in ISRO","its little bit tough to describe. but in short she should be kind heart and live in presence. supportive and fun loving."
"624","Male","28 to 31","Graduate","OBC","Nuclear Family","Max 12.5 lakh","Self","In our family, there is a strong sense of commitment towards the health and growth of individual family members as well as the family unit as a whole. Our family is optimistic. All Family members are capable of laughing, joking, and having fun in positive ways that do not diminish the value of other family members. Humor is always valuable in good times as well as challenging times. When people respect each other and have common goals they are more likely to enjoy each other¢€™s company. My Native Place is Banda Chitrakoot, Parents are living there but I live in Ghaziabad last ten year..","She should be simple living and high thinking and govt servant or Aspirant"
"625","Male","28 to 31","Graduate","Other upper caste","Nuclear Family","More than 17.5","Parent","My father is Assistant Engineer in CPWD and my mother is a house wife.","Partener must have ability to make homely atmosphere with smiling face in all season."
"626","Male","32 and more","Graduate","Brahmin","Joint Family","Max 6.3 lakh","Self","My brother's farmer and government service so sister is already married","good thinking is better life"
"627","Male","28 to 31","Postgraduate","OBC","Nuclear Family","Max 17.5 lakh","Parent","My father in Indian Armed Forces. My mother is house keeper","Educated. respect to elder & younger. faithful , faith our tradition, and peaceful"
"628","Female","28 to 31","Postgraduate","Dalit","Nuclear Family","Max 12.5 lakh","Other","In my family there is my father mother, two married sisters, one married brother and one younger sister.","Family oriented person with moral values and down to earth."
"629","Male","28 to 31","Graduate","Brahmin","Nuclear Family","Max 12.5 lakh","Parent","Grandfather - Sub Divisional Magistrate Father - After retirement, Working from home Consulting and e-commerce Brother - B.Tech (CS) working in Chennai","Understanding"
"630","Male","32 and more","Postgraduate","OBC","Nuclear Family","Max 12.5 lakh","Self","Parents are well understanding and thoughtful to modern age. Sisters established their household with the given values by the family","Should be complement to each other, can manage household and independent"
"631","Male","28 to 31","Postgraduate","Dalit","Nuclear Family","Max 6.3 lakh","Self","I my family dad mom and 1 sister only","simple and fun loving girl."
"632","Female","Upto 27","Postgraduate","Brahmin","Joint Family","Max 6.3 lakh","Sibling","Father is working in private sector mother is housewife Two brother both are unmarried one sister she is unmarried","he should be a simple, Dashing, loving, caring & amiable Boy with good educational background. A compatible person who can stand by me through thick and thin of life. I will do best with someone who is honest, trust worthy and understanding.He should have love for the young ones and respect for my parents and elders."
"633","Male","28 to 31","Graduate","OBC","Nuclear Family","Max 17.5 lakh","Self","My father is working in private sector. My mother is housewife. I have two brother, one brother working in Government sector. Bhabhi is Government teacher in Basic education. Younger brother is preparing for gov.job","A simple, beautiful, loving, caring & adjustable girl with good educational background. She should have love for the young ones and respect for parents and elders. She should value relationship and tradition. She should believe in long term relationship & ready to face all challenges of life with positive attitude."
"634","Male","28 to 31","Graduate","Other upper caste","Nuclear Family","Max 17.5 lakh","Parent","We are very simple and happy go family we belongs to rajasthani (Marwari) Family. We believes in God and our culture.We are 4 members - Father - Professional Accountant , Currently self employed in Meerut city. Mother- Home maker and religious person Brother- CA (Working in MNC in Gurgaon as Assistant Manager) Myself - CA ( working in EY - Big4 MNC in Gurgaon as Senior)","Looking for a simple , cultural and understanding partner."
"635","Male","32 and more","Graduate","Brahmin","Joint Family","Max 12.5 lakh","Self","My father is retire & mother is hose wife My 1 son 12 year old one brother only me & my fallily very happy","Muje ek ache sathi ki talas he Jo mera pura.khaya rakh sake"
"636","Male","32 and more","Postgraduate","Other upper caste","Joint Family","Max 12.5 lakh","Sibling","We are two brothers and one sister in my family.I am youngest of them.My father was a Senior Accountant in Development Department.He is no more with us.My mother has worked as a Principal for 35 years in Junior high School. My brother is posted in Basic Shiksha Parishad as Assistant Teacher in Sitapur and Bhabhi ji is also a govt.teacher posted in Raebareli. My sister is married with Mr. Anoop Srivastava (Sub Inspector in CRPF).","My partner should be calm, family oriented and supportive in all phases of life ,not more than that."
"637","Male","28 to 31","Graduate","Dalit","Nuclear Family","Max 12.5 lakh","Sibling","Father run khadi business in gandhi nagar, delhi","She should be down to earth and family oriented girl. And soft nature."
"638","Male","32 and more","Postgraduate","Other upper caste","Nuclear Family","Max 12.5 lakh","Self","Father retired from PWD as J.E. Mother housewife,Two younger sisters.I am very much straight forward and like same person.Hobbies are cooking,old hindi music,punjabi songs, writting articles in leading newspapers etc.","She should be well educated.She should respect my mother and elders.Should be good by nature."
"639","Male","32 and more","Postgraduate","Other upper caste","Nuclear Family","More than 17.5","Other","Small close knit family, believe & live in their space & guiding when required, I am living in Gr Noida/Gurgaon, I have owns flats in pune & Maharashtra gurgaon etc towns","Health conscious, happy soul & kind hearted we must compliment each other 2wards happy life."
"640","Male","28 to 31","Postgraduate","Brahmin","Joint Family","Max 12.5 lakh","Self","Father - Retired Punjab Police (ASI) Mother - House Wife Sister - Married (Lives In Delhi) Sister - Married (Lives In Ludhiana) Brother - Not Married","MY LIFE PARTNER HAVE A QUALITY TOBE HAPPY IN EVERY SITUATION AND MAKE EVERY ONE HAPPY AND VERY ADJUSTABLE WITH EVERY SITUATION. WE'RE ONLY FOUR MEMBERS IN OUR FAMILY WE WANT A PERSON WHO IS COMING TO OUR FAMILY WILL TAKE RESPONSIBILITY OF OUR HOME & FAMILY AS THERE FAMILY."
